data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,notif_accum_year
2014-11-30,201449,13,13,13,13,0.314609,5.03392,0,1,410830420144919040,2022-02-12,1,1,258248,20,94,0,0,0,NA,NA,NA,NA,104227
2014-11-23,201448,16,16,16,16,0.667801,6.19559,0,1,410830420144819e3,2022-02-12,0,1,258248,20,97,0,0,0,NA,NA,NA,NA,104227
2014-11-16,201447,18,18,18,18,0.878538,6.97004,0,1,410830420144719040,2022-02-12,2,2,258248,19,95,0,0,0,NA,NA,NA,NA,104227
2014-11-09,201446,13,13,13,13,0.61658,5.03392,0,1,410830420144619e3,2022-02-12,1,1,258248,16,97,0,0,0,NA,NA,NA,NA,104227
2014-11-02,201445,11,11,11,11,0.357257,4.25947,0,1,410830420144519040,2022-02-12,0,1,258248,20,99,1,0,0,NA,NA,NA,NA,104227
2014-10-26,201444,10,10,10,10,0.234961,3.87225,0,1,410830420144419e3,2022-02-12,2,1,258248,21,93,1,0,0,NA,NA,NA,NA,104227
2014-10-19,201443,14,14,14,14,0.58261,5.42115,0,1,410830420144319040,2022-02-12,2,1,258248,19,88,0,0,0,NA,NA,NA,NA,104227
2014-10-12,201442,14,14,14,14,0.734742,5.42115,0,1,410830420144219e3,2022-02-12,1,1,258248,22,90,1,0,0,NA,NA,NA,NA,104227
2014-10-05,201441,13,13,13,13,0.806603,5.03392,0,1,410830420144119040,2022-02-12,3,1,258248,18,91,0,0,0,NA,NA,NA,NA,104227
2014-09-28,201440,14,14,14,14,0.753357,5.42115,0,1,410830420144019e3,2022-02-12,1,1,258248,18,92,0,0,0,NA,NA,NA,NA,104227
2014-09-21,201439,3,3,3,3,0.00290964,1.16167,0,1,410830420143919040,2022-02-12,3,0,258248,16,97,0,0,0,NA,NA,NA,NA,104227
2014-09-14,201438,12,12,12,12,0.39104,4.6467,0,1,410830420143819e3,2022-02-12,0,1,258248,16,98,0,0,0,NA,NA,NA,NA,104227
2014-09-07,201437,14,14,14,14,0.783972,5.42115,0,1,410830420143719040,2022-02-12,0,1,258248,19,93,0,0,0,NA,NA,NA,NA,104227
2014-08-31,201436,18,18,18,18,0.97986,6.97004,0,1,410830420143619e3,2022-02-12,0,2,258248,18,95,0,0,0,NA,NA,NA,NA,104227
2014-08-24,201435,7,7,7,7,0.441845,2.71057,0,1,410830420143519040,2022-02-12,0,1,258248,10,92,0,0,0,NA,NA,NA,NA,104227
2014-08-17,201434,8,8,8,8,0.494923,3.0978,0,1,410830420143419e3,2022-02-12,1,1,258248,17,92,0,0,0,NA,NA,NA,NA,104227
2014-08-10,201433,6,6,6,6,0.278963,2.32335,0,1,410830420143319040,2022-02-12,0,1,258248,13,90,0,0,0,NA,NA,NA,NA,104227
2014-08-03,201432,10,10,10,10,0.598057,3.87225,0,1,410830420143219e3,2022-02-12,1,1,258248,15,93,0,0,0,NA,NA,NA,NA,104227
2014-07-27,201431,7,7,7,7,0.169369,2.71057,0,1,410830420143119040,2022-02-12,1,1,258248,15,93,0,0,0,NA,NA,NA,NA,104227
2014-07-20,201430,8,8,8,8,0.159,3.0978,0,1,410830420143019e3,2022-02-12,3,1,258248,10,98,0,0,0,NA,NA,NA,NA,104227
2014-07-13,201429,11,11,11,11,0.335665,4.25947,0,1,410830420142919040,2022-02-12,1,1,258248,14,95,0,0,0,NA,NA,NA,NA,104227
2014-07-06,201428,15,15,15,15,0.45898,5.80837,0,1,410830420142819e3,2022-02-12,4,1,258248,12,98,0,0,0,NA,NA,NA,NA,104227
2014-06-29,201427,10,10,10,10,0.0386604,3.87225,0,1,410830420142719040,2022-02-12,1,1,258248,14,93,0,0,0,NA,NA,NA,NA,104227
2014-06-22,201426,15,15,15,15,0.193837,5.80837,0,1,410830420142619e3,2022-02-12,1,1,258248,17,97,0,0,0,NA,NA,NA,NA,104227
2014-06-15,201425,20,20,20,20,0.654243,7.74449,0,1,410830420142519040,2022-02-12,1,1,258248,13,100,0,0,0,NA,NA,NA,NA,104227
2014-06-08,201424,27,27,27,27,0.833237,10.4551,0,1,410830420142419e3,2022-02-12,1,1,258248,16,97,0,0,0,NA,NA,NA,NA,104227
2014-06-01,201423,11,11,11,11,0.00160896,4.25947,0,1,410830420142319040,2022-02-12,1,0,258248,13,97,0,0,0,NA,NA,NA,NA,104227
2014-05-25,201422,15,15,15,15,0.00202732,5.80837,0,1,410830420142219e3,2022-02-12,0,0,258248,11,98,0,0,0,NA,NA,NA,NA,104227
2014-05-18,201421,33,33,33,33,0.50231,12.7784,0,1,410830420142119040,2022-02-12,4,1,258248,15,97,0,0,0,NA,NA,NA,NA,104227
2014-05-11,201420,40,40,40,40,0.930357,15.489,0,1,410830420142019e3,2022-02-12,1,1,258248,16,98,0,0,0,NA,NA,NA,NA,104227
2014-05-04,201419,36,36,36,36,0.927705,13.9401,0,1,410830420141919040,2022-02-12,5,1,258248,17,97,0,0,0,NA,NA,NA,NA,104227
2014-04-27,201418,23,23,23,23,0.606855,8.90617,0,1,410830420141819e3,2022-02-12,0,1,258248,16,98,0,0,0,NA,NA,NA,NA,104227
2014-04-20,201417,27,27,27,27,0.898628,10.4551,0,1,410830420141719040,2022-02-12,2,1,258248,16,100,0,0,0,NA,NA,NA,NA,104227
2014-04-13,201416,24,24,24,24,0.742941,9.29339,0,1,410830420141619e3,2022-02-12,1,1,258248,15,100,0,0,0,NA,NA,NA,NA,104227
2014-04-06,201415,10,10,10,10,0.0300311,3.87225,0,1,410830420141519040,2022-02-12,1,0,258248,21,97,1,0,0,NA,NA,NA,NA,104227
2014-03-30,201414,25,25,25,25,0.817738,9.68062,0,1,410830420141419e3,2022-02-12,2,1,258248,20,94,1,0,0,NA,NA,NA,NA,104227
2014-03-23,201413,21,21,21,21,0.616201,8.13172,0,1,410830420141319040,2022-02-12,0,1,258248,18,95,0,0,0,NA,NA,NA,NA,104227
2014-03-16,201412,16,16,16,16,0.326785,6.19559,0,1,410830420141219e3,2022-02-12,2,1,258248,20,96,1,0,0,NA,NA,NA,NA,104227
2014-03-09,201411,21,21,21,21,0.749145,8.13172,0,1,410830420141119040,2022-02-12,1,1,258248,20,95,0,0,0,NA,NA,NA,NA,104227
2014-03-02,201410,20,20,20,20,0.663557,7.74449,0,1,410830420141019e3,2022-02-12,0,1,258248,19,97,0,0,0,NA,NA,NA,NA,104227
2014-02-23,201409,16,16,16,16,0.177755,6.19559,0,1,410830420140919040,2022-02-12,0,1,258248,20,96,0,0,0,NA,NA,NA,NA,104227
2014-02-16,201408,13,13,13,13,0.0132061,5.03392,0,2,410830420140819e3,2022-02-12,1,0,258248,22,83,1,0,0,NA,NA,NA,NA,104227
2014-02-09,201407,24,24,24,24,0.156474,9.29339,0,2,410830420140719040,2022-02-12,0,1,258248,22,90,1,0,0,NA,NA,NA,NA,104227
2014-02-02,201406,25,25,25,25,0.162853,9.68062,0,2,410830420140619e3,2022-02-12,1,1,258248,23,86,1,0,0,NA,NA,NA,NA,104227
2014-01-26,201405,33,33,33,33,0.761617,12.7784,0,2,410830420140519040,2022-02-12,3,1,258248,23,92,1,0,0,NA,NA,NA,NA,104227
2014-01-19,201404,39,39,39,39,0.98813,15.1018,0,2,410830420140419e3,2022-02-12,1,2,258248,23,91,1,0,0,NA,NA,NA,NA,104227
2014-01-12,201403,26,26,26,26,0.785042,10.0678,0,2,410830420140319040,2022-02-12,0,1,258248,21,95,1,0,0,NA,NA,NA,NA,104227
2014-01-05,201402,21,21,21,21,0.218326,8.13172,0,2,410830420140219e3,2022-02-12,0,1,258248,22,94,1,0,0,NA,NA,NA,NA,104227
2013-12-29,201401,13,13,13,13,9.92989e-4,5.03392,0,2,410830420140119040,2022-02-12,5,0,258248,23,95,1,0,0,NA,NA,NA,NA,104227
2013-12-22,201352,29,29,29,29,0.11426,11.2295,0,1,410830420135219e3,2022-02-12,0,1,258248,22,92,1,0,0,NA,NA,NA,NA,104227
2013-12-15,201351,33,33,33,33,0.184607,12.7784,0,1,410830420135119040,2022-02-12,4,1,258248,21,95,1,0,0,NA,NA,NA,NA,104227
2013-12-08,201350,42,42,42,42,0.463179,16.2634,0,2,410830420135019e3,2022-02-12,1,1,258248,20,96,0,0,0,NA,NA,NA,NA,104227
2013-12-01,201349,43,43,43,43,0.216075,16.6507,0,2,410830420134919040,2022-02-12,1,1,258248,20,96,1,0,0,NA,NA,NA,NA,104227
2013-11-24,201348,35,35,35,35,0.00459106,13.5529,0,2,410830420134819e3,2022-02-12,1,1,258248,21,92,1,0,0,NA,NA,NA,NA,104227
2013-11-17,201347,52,52,52,52,0.122281,20.1357,0,2,410830420134719040,2022-02-12,1,1,258248,19,94,0,0,1,NA,NA,NA,NA,104227
2013-11-10,201346,61,61,61,61,0.530156,23.6207,0,3,410830420134619e3,2022-02-12,4,1,258248,19,88,0,0,1,NA,NA,NA,NA,104227
2013-11-03,201345,74,74,74,74,0.981784,28.6546,0,3,410830420134519040,2022-02-12,0,1,258248,18,89,0,1,1,NA,NA,NA,NA,104227
2013-10-27,201344,59,59,59,59,0.977463,22.8463,0,3,410830420134419e3,2022-02-12,2,2,258248,19,89,0,1,1,NA,NA,NA,NA,104227
2013-10-20,201343,55,55,55,55,0.997743,21.2974,0,1,410830420134319040,2022-02-12,1,2,258248,19,92,0,1,1,NA,NA,NA,NA,104227
2013-10-13,201342,37,37,37,37,0.97728,14.3273,0,1,410830420134219e3,2022-02-12,3,2,258248,18,97,0,0,0,NA,NA,NA,NA,104227
2013-10-06,201341,28,28,28,28,0.946227,10.8423,0,1,410830420134119040,2022-02-12,0,2,258248,16,86,0,0,0,NA,NA,NA,NA,104227
2013-09-29,201340,22,22,22,22,0.642587,8.51894,0,1,410830420134019e3,2022-02-12,2,1,258248,15,98,0,0,0,NA,NA,NA,NA,104227
2013-09-22,201339,15,15,15,15,0.0443197,5.80837,0,1,410830420133919040,2022-02-12,0,1,258248,11,91,0,0,0,NA,NA,NA,NA,104227
2013-09-15,201338,9,9,9,9,0.00594646,3.48502,0,1,410830420133819e3,2022-02-12,2,0,258248,12,95,0,0,0,NA,NA,NA,NA,104227
2013-09-08,201337,41,41,41,41,0.999869,15.8762,0,1,410830420133719040,2022-02-12,7,3,258248,17,84,0,0,0,NA,NA,NA,NA,104227
2013-09-01,201336,24,24,24,24,0.992463,9.29339,0,1,410830420133619e3,2022-02-12,0,2,258248,15,91,0,0,0,NA,NA,NA,NA,104227
2013-08-25,201335,9,9,9,9,0.473123,3.48502,0,1,410830420133519040,2022-02-12,0,1,258248,7,95,0,0,0,NA,NA,NA,NA,104227
2013-08-18,201334,10,10,10,10,0.578078,3.87225,0,1,410830420133419e3,2022-02-12,2,1,258248,13,84,0,0,0,NA,NA,NA,NA,104227
2013-08-11,201333,9,9,9,9,0.584354,3.48502,0,1,410830420133319040,2022-02-12,0,1,258248,5,97,0,0,0,NA,NA,NA,NA,104227
2013-08-04,201332,9,9,9,9,0.721699,3.48502,0,1,410830420133219e3,2022-02-12,0,1,258248,12,92,0,0,0,NA,NA,NA,NA,104227
2013-07-28,201331,11,11,11,11,0.639857,4.25947,0,1,410830420133119040,2022-02-12,2,1,258248,13,93,0,0,0,NA,NA,NA,NA,104227
2013-07-21,201330,3,3,3,3,8.07953e-4,1.16167,0,1,410830420133019e3,2022-02-12,3,0,258248,3,96,0,0,0,NA,NA,NA,NA,104227
2013-07-14,201329,5,5,5,5,0.00120869,1.93612,0,1,410830420132919040,2022-02-12,0,0,258248,11,97,0,0,0,NA,NA,NA,NA,104227
2013-07-07,201328,20,20,20,20,0.484889,7.74449,0,1,410830420132819e3,2022-02-12,2,1,258248,15,95,0,0,0,NA,NA,NA,NA,104227
2013-06-30,201327,22,22,22,22,0.332076,8.51894,0,1,410830420132719040,2022-02-12,3,1,258248,14,95,0,0,0,NA,NA,NA,NA,104227
2013-06-23,201326,16,16,16,16,0.0018393,6.19559,0,1,410830420132619e3,2022-02-12,1,0,258248,14,100,0,0,0,NA,NA,NA,NA,104227
2013-06-16,201325,23,23,23,23,1.71223e-4,8.90617,0,1,410830420132519040,2022-02-12,6,0,258248,14,100,0,0,0,NA,NA,NA,NA,104227
2013-06-09,201324,30,30,30,30,1.65007e-5,11.6167,0,1,410830420132419e3,2022-02-12,0,0,258248,13,98,0,0,0,NA,NA,NA,NA,104227
2013-06-02,201323,58,58,58,58,0.00475714,22.459,0,1,410830420132319040,2022-02-12,4,1,258248,13,98,0,0,1,NA,NA,NA,NA,104227
2013-05-26,201322,70,70,70,70,2.82041e-4,27.1057,0,1,410830420132219e3,2022-02-12,3,1,258248,13,96,0,0,1,NA,NA,NA,NA,104227
2013-05-19,201321,87,87,87,87,1.17086e-6,33.6885,0,2,410830420132119040,2022-02-12,8,1,258248,16,98,0,0,1,NA,NA,NA,NA,104227
2013-05-12,201320,103,103,103,103,2.23666e-12,39.8841,0,2,410830420132019e3,2022-02-12,6,0,258248,14,98,0,0,1,NA,NA,NA,NA,104227
2013-05-05,201319,160,160,160,160,6.90559e-14,61.9559,0,2,410830420131919040,2022-02-12,7,0,258248,10,97,0,0,1,NA,NA,NA,NA,104227
2013-04-28,201318,197,197,197,197,0,76.2833,0,2,410830420131819e3,2022-02-12,8,0,258248,19,95,0,0,1,NA,NA,NA,NA,104227
2013-04-21,201317,324,324,324,324,3.31781e-8,125.461,0,4,410830420131719040,2022-02-12,6,1,258248,16,97,0,0,1,NA,NA,NA,NA,104227
2013-04-14,201316,434,434,434,434,0.0230151,168.056,0,4,410830420131619e3,2022-02-12,24,1,258248,10,99,0,0,2,NA,NA,NA,NA,104227
2013-04-07,201315,511,511,511,511,0.614433,197.872,0,4,410830420131519040,2022-02-12,13,1,258248,19,95,0,0,2,NA,NA,NA,NA,104227
2013-03-31,201314,503,503,503,503,0.446599,194.774,0,4,410830420131419e3,2022-02-12,13,1,258248,19,98,0,0,2,NA,NA,NA,NA,104227
2013-03-24,201313,475,475,475,475,0.694715,183.932,0,4,410830420131319040,2022-02-12,6,1,258248,16,97,0,0,2,NA,NA,NA,NA,104227
2013-03-17,201312,550,550,550,550,1,212.974,0,3,410830420131219e3,2022-02-12,17,2,258248,18,93,0,1,2,NA,NA,NA,NA,104227
2013-03-10,201311,526,526,526,526,1,203.68,0,3,410830420131119040,2022-02-12,15,2,258248,20,96,0,1,2,NA,NA,NA,NA,104227
2013-03-03,201310,324,324,324,324,1,125.461,0,3,410830420131019e3,2022-02-12,14,2,258248,20,96,1,1,1,NA,NA,NA,NA,104227
2013-02-24,201309,217,217,217,217,0.999986,84.0278,0,3,410830420130919040,2022-02-12,9,2,258248,20,92,0,1,1,NA,NA,NA,NA,104227
2013-02-17,201308,166,166,166,166,0.997192,64.2793,0,2,410830420130819e3,2022-02-12,5,1,258248,21,96,1,1,1,NA,NA,NA,NA,104227
2013-02-10,201307,121,121,121,121,0.93444,46.8542,0,3,410830420130719040,2022-02-12,1,1,258248,21,95,1,0,1,NA,NA,NA,NA,104227
2013-02-03,201306,137,137,137,137,0.999976,53.0498,0,3,410830420130619e3,2022-02-12,2,2,258248,19,95,0,1,1,NA,NA,NA,NA,104227
2013-01-27,201305,90,90,90,90,0.987831,34.8502,0,3,410830420130519040,2022-02-12,7,1,258248,21,89,1,1,1,NA,NA,NA,NA,104227
2013-01-20,201304,83,83,83,83,0.991667,32.1396,0,2,410830420130419e3,2022-02-12,1,2,258248,20,90,0,1,1,NA,NA,NA,NA,104227
2013-01-13,201303,51,51,51,51,0.66971,19.7485,0,3,410830420130319040,2022-02-12,7,1,258248,20,93,0,0,1,NA,NA,NA,NA,104227
2013-01-06,201302,57,57,57,57,0.991687,22.0718,0,3,410830420130219e3,2022-02-12,3,2,258248,21,95,1,1,1,NA,NA,NA,NA,104227
2012-12-30,201301,59,59,59,59,0.999458,22.8463,0,2,410830420130119040,2022-02-12,2,2,258248,20,97,1,1,1,NA,NA,NA,NA,104227
2012-12-23,201252,20,20,20,20,0.120264,7.74449,0,2,410830420125219e3,2022-02-12,2,1,258248,23,91,1,0,0,NA,NA,NA,NA,104227
2012-12-16,201251,30,30,30,30,0.744657,11.6167,0,2,410830420125119040,2022-02-12,1,1,258248,22,93,1,0,0,NA,NA,NA,NA,104227
2012-12-09,201250,30,30,30,30,0.906371,11.6167,0,2,410830420125019e3,2022-02-12,4,1,258248,21,95,1,0,0,NA,NA,NA,NA,104227
2012-12-02,201249,28,28,28,28,0.943234,10.8423,0,1,410830420124919040,2022-02-12,2,2,258248,22,93,1,0,0,NA,NA,NA,NA,104227
2012-11-25,201248,16,16,16,16,0.611203,6.19559,0,1,410830420124819e3,2022-02-12,0,1,258248,20,91,1,0,0,NA,NA,NA,NA,104227
2012-11-18,201247,22,22,22,22,0.957157,8.51894,0,1,410830420124719040,2022-02-12,2,2,258248,20,96,0,0,0,NA,NA,NA,NA,104227
2012-11-11,201246,10,10,10,10,0.535907,3.87225,0,1,410830420124619e3,2022-02-12,2,1,258248,19,88,0,0,0,NA,NA,NA,NA,104227
2012-11-04,201245,16,16,16,16,0.948635,6.19559,0,1,410830420124519040,2022-02-12,0,2,258248,20,93,0,0,0,NA,NA,NA,NA,104227
2012-10-28,201244,7,7,7,7,0.363162,2.71057,0,1,410830420124419e3,2022-02-12,1,1,258248,20,93,0,0,0,NA,NA,NA,NA,104227
2012-10-21,201243,8,8,8,8,0.331329,3.0978,0,1,410830420124319040,2022-02-12,0,1,258248,18,93,0,0,0,NA,NA,NA,NA,104227
2012-10-14,201242,8,8,8,8,0.259069,3.0978,0,1,410830420124219e3,2022-02-12,0,1,258248,16,93,0,0,0,NA,NA,NA,NA,104227
2012-10-07,201241,8,8,8,8,0.365671,3.0978,0,1,410830420124119040,2022-02-12,1,1,258248,20,87,0,0,0,NA,NA,NA,NA,104227
2012-09-30,201240,16,16,16,16,0.938591,6.19559,0,1,410830420124019e3,2022-02-12,0,2,258248,18,90,0,0,0,NA,NA,NA,NA,104227
2012-09-23,201239,6,6,6,6,0.253564,2.32335,0,1,410830420123919040,2022-02-12,1,1,258248,11,78,0,0,0,NA,NA,NA,NA,104227
2012-09-16,201238,9,9,9,9,0.597831,3.48502,0,1,410830420123819e3,2022-02-12,3,1,258248,15,92,0,0,0,NA,NA,NA,NA,104227
2012-09-09,201237,9,9,9,9,0.653751,3.48502,0,1,410830420123719040,2022-02-12,1,1,258248,17,95,0,0,0,NA,NA,NA,NA,104227
2012-09-02,201236,8,8,8,8,0.630018,3.0978,0,1,410830420123619e3,2022-02-12,1,1,258248,17,84,0,0,0,NA,NA,NA,NA,104227
2012-08-26,201235,7,7,7,7,0.668665,2.71057,0,1,410830420123519040,2022-02-12,2,1,258248,11,95,0,0,0,NA,NA,NA,NA,104227
2012-08-19,201234,8,8,8,8,0.855112,3.0978,0,1,410830420123419e3,2022-02-12,0,2,258248,18,79,0,0,0,NA,NA,NA,NA,104227
2012-08-12,201233,5,5,5,5,0.659957,1.93612,0,1,410830420123319040,2022-02-12,0,1,258248,17,81,0,0,0,NA,NA,NA,NA,104227
2012-08-05,201232,4,4,4,4,0.625709,1.5489,0,1,410830420123219e3,2022-02-12,0,1,258248,17,96,0,0,0,NA,NA,NA,NA,104227
2012-07-29,201231,4,4,4,4,0.605169,1.5489,0,1,410830420123119040,2022-02-12,1,1,258248,15,92,0,0,0,NA,NA,NA,NA,104227
2012-07-22,201230,4,4,4,4,0.303606,1.5489,0,1,410830420123019e3,2022-02-12,0,1,258248,15,95,0,0,0,NA,NA,NA,NA,104227
2012-07-15,201229,0,0,0,0,0,0,0,1,410830420122919040,2022-02-12,0,0,258248,8,97,0,0,0,NA,NA,NA,NA,104227
2012-07-08,201228,7,7,7,7,0.150207,2.71057,0,1,410830420122819e3,2022-02-12,0,1,258248,7,95,0,0,0,NA,NA,NA,NA,104227
2012-07-01,201227,7,7,7,7,0.107541,2.71057,0,1,410830420122719040,2022-02-12,0,1,258248,14,93,0,0,0,NA,NA,NA,NA,104227
2012-06-24,201226,14,14,14,14,0.657063,5.42115,0,1,410830420122619e3,2022-02-12,0,1,258248,14,96,0,0,0,NA,NA,NA,NA,104227
2012-06-17,201225,12,12,12,12,0.50976,4.6467,0,1,410830420122519040,2022-02-12,0,1,258248,14,98,0,0,0,NA,NA,NA,NA,104227
2012-06-10,201224,13,13,13,13,0.370247,5.03392,0,1,410830420122419e3,2022-02-12,0,1,258248,17,97,0,0,0,NA,NA,NA,NA,104227
2012-06-03,201223,10,10,10,10,0.037251,3.87225,0,1,410830420122319040,2022-02-12,0,1,258248,6,99,0,0,0,NA,NA,NA,NA,104227
2012-05-27,201222,11,11,11,11,0.0194222,4.25947,0,1,410830420122219e3,2022-02-12,0,0,258248,17,97,0,0,0,NA,NA,NA,NA,104227
2012-05-20,201221,25,25,25,25,0.489487,9.68062,0,1,410830420122119040,2022-02-12,0,1,258248,15,97,0,0,0,NA,NA,NA,NA,104227
2012-05-13,201220,19,19,19,19,0.138618,7.35727,0,1,410830420122019e3,2022-02-12,0,1,258248,12,95,0,0,0,NA,NA,NA,NA,104227
2012-05-06,201219,29,29,29,29,0.619247,11.2295,0,1,410830420121919040,2022-02-12,0,1,258248,16,97,0,0,0,NA,NA,NA,NA,104227
2012-04-29,201218,25,25,25,25,0.283846,9.68062,0,1,410830420121819e3,2022-02-12,0,1,258248,11,98,0,0,0,NA,NA,NA,NA,104227
2012-04-22,201217,28,28,28,28,0.271941,10.8423,0,1,410830420121719040,2022-02-12,0,1,258248,15,100,0,0,0,NA,NA,NA,NA,104227
2012-04-15,201216,23,23,23,23,0.0949829,8.90617,0,1,410830420121619e3,2022-02-12,0,1,258248,17,99,0,0,0,NA,NA,NA,NA,104227
2012-04-08,201215,42,42,42,42,0.844591,16.2634,0,1,410830420121519040,2022-02-12,0,1,258248,20,100,1,0,0,NA,NA,NA,NA,104227
2012-04-01,201214,29,29,29,29,0.154354,11.2295,0,1,410830420121419e3,2022-02-12,0,1,258248,17,93,0,0,0,NA,NA,NA,NA,104227
2012-03-25,201213,31,31,31,31,0.130056,12.004,0,1,410830420121319040,2022-02-12,0,1,258248,11,98,0,0,0,NA,NA,NA,NA,104227
2012-03-18,201212,37,37,37,37,0.390575,14.3273,0,1,410830420121219e3,2022-02-12,0,1,258248,19,92,0,0,0,NA,NA,NA,NA,104227
2012-03-11,201211,46,46,46,46,0.816643,17.8123,0,2,410830420121119040,2022-02-12,0,1,258248,20,91,1,0,0,NA,NA,NA,NA,104227
2012-03-04,201210,39,39,39,39,0.593872,15.1018,0,2,410830420121019e3,2022-02-12,0,1,258248,20,89,1,0,0,NA,NA,NA,NA,104227
2012-02-26,201209,34,34,34,34,0.394551,13.1656,0,2,410830420120919040,2022-02-12,0,1,258248,20,97,1,0,0,NA,NA,NA,NA,104227
2012-02-19,201208,44,44,44,44,0.700068,17.0379,0,2,410830420120819e3,2022-02-12,0,1,258248,22,93,1,0,0,NA,NA,NA,NA,104227
2012-02-12,201207,27,27,27,27,0.0269577,10.4551,0,2,410830420120719040,2022-02-12,0,1,258248,20,89,1,0,0,NA,NA,NA,NA,104227
2012-02-05,201206,43,43,43,43,0.323826,16.6507,0,2,410830420120619e3,2022-02-12,0,1,258248,22,90,1,0,0,NA,NA,NA,NA,104227
2012-01-29,201205,44,44,44,44,0.137003,17.0379,0,1,410830420120519040,2022-02-12,0,1,258248,21,88,1,0,0,NA,NA,NA,NA,104227
2012-01-22,201204,42,42,42,42,0.0262728,16.2634,0,1,410830420120419e3,2022-02-12,0,1,258248,21,93,1,0,0,NA,NA,NA,NA,104227
2012-01-15,201203,57,57,57,57,0.238122,22.0718,0,1,410830420120319040,2022-02-12,0,1,258248,20,92,0,0,1,NA,NA,NA,NA,104227
2012-01-08,201202,65,65,65,65,0.374607,25.1696,0,1,410830420120219e3,2022-02-12,0,1,258248,21,88,1,0,1,NA,NA,NA,NA,104227
2012-01-01,201201,65,65,65,65,0.0843461,25.1696,0,2,410830420120119040,2022-02-12,0,1,258248,17,91,0,0,1,NA,NA,NA,NA,104227
